1.0303, 10.0457
1.0428, 9.8456
1.0456, 9.6678
1.0683, 9.3854
1.0924, 9.1168
1.1252, 8.8861
1.1693, 8.6264
1.2133, 8.3879
1.2663, 8.1752
1.3318, 7.9510
1.3939, 7.7451
1.4814, 7.5151
1.5623, 7.3419
1.6619, 7.1004
1.7722, 6.8959
1.8624, 6.7466
1.9946, 6.5541
2.1042, 6.4142
2.2346, 6.2846
2.3553, 6.1824
2.4701, 6.0890
2.5851, 6.0100
2.6977, 5.9649
2.8246, 5.8981
2.9320, 5.8770
3.0635, 5.8463
3.1948, 5.8285
3.3019, 5.8347
3.4045, 5.8358
3.5195, 5.8423
3.6229, 5.8660
3.7057, 5.8689
3.7894, 5.7916
3.8756, 5.7332
3.9981, 5.6586
4.1092, 5.6135
4.2374, 5.5667
4.3470, 5.5512
4.5412, 5.5139
4.6629, 5.5015
4.7832, 5.4871
4.9473, 5.4929
5.0050, 5.4934
