1.0534, 14.8184
1.0661, 14.6289
1.0888, 14.3986
1.1127, 14.0945
1.1353, 13.9190
1.1583, 13.6460
1.1925, 13.3997
1.2151, 13.1163
1.2494, 12.9005
1.2813, 12.6708
1.3267, 12.4420
1.3629, 12.2270
1.4144, 11.9840
1.4797, 11.7526
1.5431, 11.5674
1.6075, 11.3491
1.6775, 11.1912
1.7666, 10.9938
1.8608, 10.7879
1.9782, 10.5802
2.0739, 10.4531
2.1988, 10.2872
2.3192, 10.1539
2.4292, 10.0547
2.5491, 9.9575
2.6590, 9.8823
2.7660, 9.8162
2.8883, 9.7500
2.9926, 9.7174
3.1067, 9.6774
3.2213, 9.6488
3.3248, 9.6249
3.4270, 9.6091
3.5532, 9.5928
3.6838, 9.5784
3.8438, 9.5429
4.0023, 9.5498
4.1030, 9.5319
4.2260, 9.5418
4.3309, 9.5399
4.4306, 9.5624
4.5482, 9.5676
4.6791, 9.5934
4.8068, 9.6168
4.9282, 9.6485
5.0239, 9.6645
